Time,F-Scale,Location,County,State,Lat,Lon,Comments
2300,UNK,2 SSW GRUETLI-LAAGER,GRUNDY,TN,35.35,-85.65,AN EF0 TORNADO WITH MAXIMUM WINDS 70 TO 80 MPH BRIEFLY TOUCHED DOWN AROUND 6 PM IN GRUNDY COUNTY. INITIAL DAMAGE WAS NOTED 3 MILES SOUTHEAST OF ALTAMONT ALONG FLETCHER (OHX)
2300,UNK,FARMVILLE,PRINCE EDWARD,VA,37.3,-78.4,NWS STORM SURVEY DETERMINED DAMAGE CONSISTENT WITH AN EF-1 TORNADO. TORNADO TRACK MEASURED AT APPROXIMATELY 150 YARDS WIDE AND 5.5 MILES LONG. A MORE DETAILED PRELIMINA (AKQ)
2303,UNK,5 NNW TURNERVILLE,JASPER,MS,32.1,-89.24,*** 2 FATAL *** TORNADO MOVED THROUGH AREA CAUSING SIGNIFICANT DAMAGE AND INJURIES...UPDATE...NUMEROUS ROADS BLOCKED BY TREES AND UNKNOWN NUMBER OF INJURIES...FURTHER U (JAN)
2303,UNK,ALBERTVILLE,MARSHALL,AL,34.26,-86.21,TORNADO ON THE GROUND. DAMAGE OCCURRING AT TIME OF REPORT. (HUN)
2306,UNK,5 E BLUFF,FAYETTE,AL,33.81,-87.81,AN EF3 TORNADO TOUCHED DOWN NEAR HIGHWAY 43 SOUTH OF BOBO AND TRAVELLED NORTHEAST PASSING JUST NORTH OF HUBBERTVILLE AND LIFTING NEAR COUNTY ROAD 24 SOUTH OF BAZEMORE. (BMX)
2309,UNK,FULTONDALE,JEFFERSON,AL,33.62,-86.8,TREES DOWN,ROOFS OFF OF HOUSES,AND POWERLINES DOWN ACROSS I65 AND US31. (BMX)
2310,UNK,S GLEN ALLEN,FAYETTE,AL,33.88,-87.74,TREE AND STRUCTURAL DAMAGE ON HIGHWAY 129 FROM GLEN ALLEN TO HUBBERTVILLE NEAR THE TEXACO STATION. (BMX)
2316,UNK,1 ENE CAMP SPRINGS,PRINCE GEORGES,MD,38.81,-76.9,NWS STORM SURVEY. BRIEF TOUCHDOWN NEAR ANDREWS AFB AT ALLENTOWN RD AND AUTH RD. RATED EF-0. MAX WIND SPEEDS OF 70 MPH. MAX WIDTH 100 YDS. TRACKED ONTO ANDREWS AFB BEFOR (LWX)
2320,UNK,3 NE GUNTERSVILLE,MARSHALL,AL,34.39,-86.26,LARGE PIECES OF DEBRIS FALLING FROM SKY. (HUN)
2321,UNK,ROSE HILL,JASPER,MS,32.14,-89,AT LEAST ONE HOUSE DESTROYED (JAN)
2322,UNK,1 S MORNINGSIDE,PRINCE GEORGES,MD,38.82,-76.89,LARGE BRANCHES AND SHINGLES ON ALLENTOWN ROAD. A BIG ROAD SIGN BLOWN DOWN NEAR ANDREWS AIRFORCE BASE. (LWX)
2323,UNK,3 NNE TRUSSVILLE,JEFFERSON,AL,33.68,-86.57,AN EF-3 TORNADO TOUCHED DOWN NEAR ARGO...BETWEEN DEERFOOT PARKWAY AND ADVENT ROAD...TRAVELING NORTHEAST ACROSS SEVERAL COUNTIES INTO GA. THE COUNTIES AFFECTED WERE JEFF (BMX)
2325,UNK,2 ESE RAINSVILLE,DEKALB,AL,34.49,-85.82,MAJOR STRUCTURAL DAMAGE AT PLAINVIEW SCHOOL. (HUN)
2325,UNK,5 ENE GOOCHLAND,GOOCHLAND,VA,37.71,-77.81,NWS STORM SURVEY DETERMINED THE DAMAGE WAS CONSISTENT WITH AN EF1 TORNADO. TORNADO TRACK MEASURED AT APPROXIMATELY 100 YARDS WIDE. THE TORNADO TRACKED FROM BRIDGEWATER (AKQ)
2327,UNK,MULGA,JEFFERSON,AL,33.55,-86.98,DAMAGE TO HOUSES ON AL 269. (BMX)
2330,UNK,8 SSW PIKEVILLE,BLEDSOE,TN,35.5,-85.25,*** 4 FATAL,10 INJ *** EF3.PATH LENGTH OF 9 MILES. PATH WIDTH OF ONE QUARTER MILE. MAX WIND OF 140 MPH. BEGAN NEAR PITTS GAP ROAD WITH PATH OF DAMAGE CONTINUING NORTHE (MRX)
2333,UNK,8 E OILVILLE,GOOCHLAND,VA,37.7,-77.64,TORNADO REPORTED ON THE GROUND VICINTY I64 AND 295 (AKQ)
2336,UNK,ENTERPRISE,CLARKE,MS,32.17,-88.81,HOUSES WITH SIGNIFICANT DAMAGE IN ENTERPRISE. (JAN)
2337,UNK,2 W PLAINFIELD,HENDRICKS,IN,39.7,-86.43,REPORT OF DAMAGE TO AN AWNING ON A HORSE TRAILER (IND)
2345,UNK,4 WSW SABLE,CLARKE,MS,32.17,-88.75,TREES DOWN ACROSS ROADS HWY 514 AND COUNTY ROAD 350...PUBLIC REPORTS A LARGE TORNADO ON THE GROUND (JAN)
2348,UNK,WEST POINT,CULLMAN,AL,34.24,-86.96,TRAILER PARK HIT. INJURIES BUT NUMBER UNKNOWN. (HUN)
2350,UNK,4 WNW MIDDLETON,CLARKE,MS,32.17,-88.68,HAM RADIO SPOTTERS AND LAW ENFORCEMENT REPORTS LARGE TORNADO CROSSING US HIGHWAY 45 AT STATE HIGHWAY 514 (JAN)
2350,UNK,2 WSW WATEROAK,HALE,AL,32.85,-87.48,AN EF-1 TORNADO TOUCHED DOWN 2 MILES SOUTHWEST OF WATEROAK IN HALE COUNTY AND PROCEEDED NORTHEAST INTO THE TALLADEGA NATIONAL FOREST ENDING IN SOUTHWEST BIBB COUNTY 2 M (BMX)
2350,UNK,E ASHVILLE,ST. CLAIR,AL,33.83,-86.26,MULTIPLE HOMES AND/OR STRUCTURES DAMAGED OR DESTROYED IN THE SHOAL CREEK VALLEY AREA. (BMX)
2350,UNK,RISING FAWN,DADE,GA,34.76,-85.53,NWS STORM SURVEY DETERMINED AN EF1 TORNADO TRACKED ACROSS DADE COUNTY FROM NEAR FOX MOUNTAIN TO RISING FAWN. PATH LENGTH WAS 3 MILES AND WIDTH WAS 100 YARDS. (FFC)
2350,UNK,8 SSW PIKEVILLE,BLEDSOE,TN,35.5,-85.25,*** 4 FATAL,10 INJ *** POSSIBLE TORNADO. BEGAN NEAR PITTS GAP ROAD WITH PATH OF DAMAGE CONTINUING NORTHEAST TOWARD RHEA COUNTY. SEVERAL HOUSES DESTRYOED. (MRX)
2359,UNK,3 ESE FERNCLIFF,LOUISA,VA,37.92,-78.06,NEAR SHANNON HILL ROAD (AKQ)
0000,UNK,SNELL,CLARKE,MS,32.19,-88.5,*** 5 FATAL,30 INJ *** NEARLY 40 HOMES WITH MAJOR DMG OR DESTROYED ACROSS THE NE PORTION OF THE COUNTY. 5 CONFIRMED FATALITIES AND 15 SERIOUS INJ WITH 15 MINOR INJ IN (JAN)
0004,UNK,CAMPBELL,STEUBEN,NY,42.23,-77.2,A TORNADO TOUCHED DOWN IN THE TOWN OF CAMPBELL...JUST WEST OF HOUGH ROAD...AT ABOUT 804 PM. THE TORNADO REACHED A PEAK INTENSITY OF EF1...AT SEVERAL POINTS ALONG ITS PA (BGM)
0005,UNK,1 S SPRING CITY,RHEA,TN,35.67,-84.86,*** 2 INJ *** POSSIBLE TORNADO. 19 ROOFS DESTROYED. 21 HOMES WITH DAMAGE. DAMAGE PATH IS 100 FEET WIDE AND BEGINS ALONG RIDGELINE SOUTHWEST OF SPRING CITY AND TRACKED T (MRX)
0009,UNK,1 NW MARYVILLE,BLOUNT,TN,35.76,-83.99,EF0. MAX WIND OF 70 MPH. (MRX)
0012,UNK,WEST POINT,CULLMAN,AL,34.24,-86.96,TORNADO ON GROUND (HUN)
0015,UNK,OHATCHEE,CALHOUN,AL,33.78,-86.02,MULTIPLE DAMAGE LOCATIONS IN AND AROUND OHATCHEE. (BMX)
0015,UNK,1 WSW RINGGOLD,CATOOSA,GA,34.91,-85.13,*** 7 FATAL,30 INJ *** NWS STORM SURVEY DETERMINED AN EF4 TORNADO TOUCHED DOWN ALONG DAVIS RIDGE ROAD AROUND 815 PM...TRAVELING THROUGH RINGGOLD TO COHUTTA AND INTO TE (FFC)
0015,UNK,OILVILLE,GOOCHLAND,VA,37.71,-77.79,TORNADO ON THE GROUND NEAR OILVILLE...NEAR I-64 AND RTE 617. (AKQ)
0025,UNK,5 N LISMAN,CHOCTAW,AL,32.24,-88.27,PEOPLE TRAPPED IN A MOBILE HOME IN THE MOLLIE COMMUNITY (MOB)
0025,UNK,NOEL,HANOVER,VA,37.9,-77.54,NWS STORM SURVEY DETERMINED DAMAGE CONSISTENT WITH AN EF-1 TORNADO ALONG A 2 MILE LONG...100-150 YARD WIDE PATH ACROSS EASTERN GOOCHLAND AND WESTERN HANOVER COUNTIES. A (AKQ)
0027,UNK,1 ESE CROMWELL,CHOCTAW,AL,32.22,-88.26,EMA REPORTED A TORNADO ON THE GROUND BETWEEN CROMWELL AND YANTLEY. (MOB)
0027,UNK,YANTLEY,CHOCTAW,AL,32.25,-88.38,STATE POLICE REPORTED TREES AND POWER LINES DOWN ALONG WITH STRUCTURAL DAMAGE IN YANTLEY. (MOB)
0029,UNK,4 SE COLLEGEDALE,HAMILTON,TN,35,-85,*** 13 FATAL *** EF4. MAX WIND SPEED 190 MPH. PATH WIDTH 800 YARDS. PATH LENGTH 35 MILES. NORTHEAST TRACK CONTINUES THROUGH BRADLEY COUNTY AND INTO POLK. (MRX)
0030,UNK,1 S SPRING CITY,RHEA,TN,35.67,-84.86,*** 2 INJ *** POSSIBLE TORNADO. 19 ROOFS DESTROYED. 21 HOMES WITH DAMAGE. DAMAGE PATH IS 100 FEET WIDE AND BEGINS ALONG RIDGELINE SOUTHWEST OF SPRING CITY AND TRACKED T (MRX)
0032,UNK,2 S MARVEL,BIBB,AL,33.12,-87.01,AN EF-1 TORNADO TOUCHED DOWN IN NORTHEAST BIBB COUNTY JUST SOUTH OF MARVEL AND MOVED NORTHEAST INTO SOUTHWEST SHELBY COUNTY SNAPPING OFF DOZENS OF PINE TREES. NO STRUCT (BMX)
0033,UNK,5 NW DEAS,CHOCTAW,AL,32.28,-88.17,THREE MOBILE HOMES SEVERELY DAMAGE ON HWY 17. (MOB)
0040,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,POSSIBLE TORNADO. REPORTED ON LEAD MINE VALLEY RD. (MRX)
0045,UNK,6 SSW CAVE SPRING,POLK,GA,34.03,-85.38,NWS STORM SURVEY DETERMINED AN EF2 TORNADO ENTERED THE STATE FROM ALABAMA AT 845 PM EDT...TRACKING THROUGH POLK...FLOYD...AND BARTOW COUNTIES. IT LIFTED AROUND 911 PM. (FFC)
0045,UNK,1 WSW RINGGOLD,CATOOSA,GA,34.91,-85.13,*** 7 FATAL *** WHITFIELD COUNTY EMERGENCY MANAGEMENT RELAYED REPORTS OF DAMAGE TO CARS AND TOSSED TRACTOR TRAILERS AT EXIT 348 ON I-75 OUTSIDE OF RINGGOLD IN CATOOSA C (FFC)
0045,UNK,7 NW HALIFAX,HALIFAX,VA,36.82,-79.03,*** 1 FATAL,8 INJ *** EF2 TORNADO CONFIRMED IN HALIFAX COUNTY. TOUCHED DOWN NEAR CHATHAM ROAD 7 MILES NORTHWEST OF HALIFAX. TRAVELED NORTHEAST WITH MOST DAMAGE ALONG W (RNK)
0050,UNK,2 SSW CAVE SPRING,POLK,GA,34.08,-85.35,FLOYD COUNTY EMERGENCY MANAGEMENT REPORTS A HOUSE COMPLETELY DESTROYED NEAR CAVE SPRING. (FFC)
0053,UNK,5 SW NATHALIE,HALIFAX,VA,36.88,-79.01,ONE DEATH,SEVEN SIGNIFICANT INJURIES,20 TO 30 HOMES DAMAGED. (RNK)
0054,UNK,4 SSW NATHALIE,HALIFAX,VA,36.88,-78.98,*** 1 FATAL,6 INJ *** POSSIBLE TORNADO. (RNK)
0055,UNK,4 NE PELL CITY,ST. CLAIR,AL,33.6,-86.21,THE TORNADO TOUCHED DOWN ABOUT 100 YARDS SOUTH OF THE INTERSTATE,MOVED ACROSS THE INTERSTATE ANDTHEN LIFTED ALONG U.S. HIGHWAY 78. ALONG THE DAMAGE PATH,SEVERAL TREES (BMX)
0055,UNK,5 S LADYSMITH,CAROLINE,VA,37.94,-77.52,NWS STORM SURVEY DETERMINED DAMAGE CONSISTENT WITH AN EF-1 TORNADO. TORNADO TRACK MEASURED AT APPROXIMATELY 100 YARDS WIDE. THE TORNADO CROSSED JERICHO ROAD...APPROXIMA (AKQ)
0057,UNK,5 SW LINDALE,FLOYD,GA,34.14,-85.24,NWS STORM SURVEY DETERMINED AN EF2 TORNADO ENTERED FLOYD COUNTY AFTER PASSING THROUGH POLK COUNTY. THIS SAME TORNADO LATER TRAVELED INTO BARTOW COUNTY AND LIFTED AROUND (FFC)
0058,UNK,3 W EXIT 104 ALONG I 95,CAROLINE,VA,37.94,-77.52,POSSIBLE TORNADO...IN THE RUTHER GLEN AREA SOUTH... SOUTHWEST OF GOLANSVILLE. NUMEROUS OTHER REPORTS OF FUNNEL CLOUDS. (AKQ)
0101,UNK,NW JACKSONVILLE,CALHOUN,AL,33.81,-85.76,MT GILEAD COMMUNITY IS COMPLETELY IMPASSABLE EVEN ON FOOT. (BMX)
0101,UNK,HANCEVILLE,CULLMAN,AL,34.06,-86.76,TORNADO ON GROUND ALONG HIGHWAY 91. (HUN)
0108,UNK,N WILSONVILLE,SHELBY,AL,33.24,-86.48,SPOTTER REPORTED TORNADO STRUCK POWERLINES AND/OR TRANSFORMER. POWER IS OUT. (BMX)
0112,UNK,5 N WETUMPKA,ELMORE,AL,32.62,-86.19,*** 9 FATAL *** THE TORNADO TOUCHED DOWN ALONG COUNTY ROAD 209 NEAR MEADOWVIEW DRIVE WHERE A FEW SNAPPED TREES WERE NOTED. FROM THERE,THE TORNADO QUICKLY INTENSIFIED A (BMX)
0112,UNK,7 SSW ATHENS,MCMINN,TN,35.36,-84.65,POSSIBLE TORNADO (MRX)
0117,UNK,2 ESE VINCENT,SHELBY,AL,33.37,-86.38,AN EF-1 TORNADO TOUCHED DOWN ABOUT 2 MILES ESE OF VINCENT IN EASTERN SHELBY COUNTY AND MOVED NORTHEAST INTO WESTERN TALLADEGA COUNTY SNAPPING OFF AND/OR UPROOTING DOZEN (BMX)
0120,UNK,5 NE KINGSTON,BARTOW,GA,34.29,-84.88,NWS STORM SURVEY DETERMINED THAT AN EF3 TORNADO TOUCHED DOWN 5 MILES NORTHEAST OF KINGSTON IN BARTOW COUNTY AND TRACKED NORTHEAST THROUGH CHEROKEE AND INTO PICKENS COUN (FFC)
0122,UNK,1 W CASSVILLE,BARTOW,GA,34.24,-84.88,NWS STORM SURVEY DETERMINED THAT AN EF3 TORNADO...AFTER TOUCHING DOWN 5 MILES NORTHEAST OF KINGSTON...CONTINUED TO TRACK THROUGH BARTOW COUNTY BEFORE MOVING INTO CHEROK (FFC)
0124,UNK,SANTUCK,ELMORE,AL,32.63,-86.13,STRUCTURAL DAMAGE IN THE DEXTER ROAD AREA OF SANTUCK. (BMX)
0125,UNK,5 NE KINGSTON,BARTOW,GA,34.29,-84.88,NWS STORM SURVEY DETERMINED THAT AN EF3 TORNADO TOUCHED DOWN 5 MILES NORTHEAST OF KINGSTON IN BARTOW COUNTY AND TRACKED NORTHEAST THROUGH CHEROKEE AND INTO PICKENS COUN (FFC)
0127,UNK,1 W CASSVILLE,BARTOW,GA,34.24,-84.88,NWS STORM SURVEY DETERMINED THAT AN EF3 TORNADO...AFTER TOUCHING DOWN 5 MILES NORTHEAST OF KINGSTON...CONTINUED TO TRACK THROUGH BARTOW COUNTY BEFORE MOVING INTO CHEROK (FFC)
0127,UNK,8 NNE ETOWAH,MCMINN,TN,35.44,-84.47,POSSIBLE TORNADO REPORTED (MRX)
0129,UNK,4 W NEWPORT,COCKE,TN,35.96,-83.26,EF1. PATH LENGTH OF 5 MILES. PATH WIDTH OF 150 YARDS. (MRX)
0130,UNK,4 WNW WHITE,BARTOW,GA,34.31,-84.82,TRAINED SPOTTER REPORTS MULTIPLE HOUSES DESTROYED WITH SEVERAL INJURIES. (FFC)
0130,UNK,4 N WALESKA,CHEROKEE,GA,34.37,-84.55,NWS STORM SURVEY DETERMINED THAT AN EF3 TORNADO...ORIGINATING IN BARTOW COUNTY...TRACKED INTO CHEROKEE COUNTY. THIS TORNADO LATER MOVED INTO PICKENS COUNTY WHERE IT LIF (FFC)
0130,UNK,TELLICO PLAINS,MONROE,TN,35.37,-84.3,POSSIBLE TORNADO. ROOF DAMAGE TO NUMEROUS BUSINESSES. (MRX)
0130,UNK,MOUNT VERNON,MONROE,TN,35.41,-84.36,POSSIBLE TORNADO. TRAILER THROWN FROM ITS FOUNDATION. (MRX)
0130,UNK,8 SSW PIKEVILLE,BLEDSOE,TN,35.5,-85.25,*** 4 FATAL,10 INJ *** EF3.PATH LENGTH OF 9 MILES. PATH WIDTH OF ONE QUARTER MILE. MAX WIND OF 140 MPH. BEGAN NEAR PITTS GAP ROAD WITH PATH OF DAMAGE CONTINUING NORTHE (MRX)
0135,UNK,PINE LOG,BARTOW,GA,34.34,-84.73,PUBLIC REPORTED HOUSES DAMAGED IN THE WHITE AND PINE LOG AREA OF BARTOW COUNTY. (FFC)
0135,UNK,12 NNE GREENEVILLE,GREENE,TN,36.33,-82.74,POSSIBLE TORNADO REPORTED (MRX)
0135,UNK,3 SE LATHAMS CORNERS,OTSEGO,NY,42.43,-75.36,A TORNADO TOUCHED DOWN BETWEEN MOUNT UPTON AND GILBERTSVILLE NEAR ROUTE 51 AROUND 935 PM. THE TORNADO GREW TO AN EF1 WITH MAXIMUM WINDS OF 110 MPH NEAR THE GILBERTSVILL (BGM)
0140,UNK,2 NE CARTERSVILLE,BARTOW,GA,34.19,-84.78,TRAINED SPOTTER REPORTS MULTIPLE TREES DOWN AND SEVERAL HOUSES DAMAGED. (FFC)
0140,UNK,SPRING CITY,RHEA,TN,35.69,-84.86,EF1. PATH LENGTH OF 1.5 MILES. PATH WIDTH OF 75 YARDS. MAX WIND OF 90 MPH. (MRX)
0148,UNK,6 S MARION,PERRY,AL,32.55,-87.31,THE TORNADO TOUCHED DOWN ABOUT 1 MILE WEST OF HIGHWAY 35 ALONG COUNTY ROAD 38 WHERE IT PRODUCED SOME DAMAGE TO TREES IN A 50 YARD WIDE AREA. THE TORNADO INTENSIFIED TO (BMX)
0210,UNK,DADEVILLE,TALLAPOOSA,AL,32.83,-85.77,DADEVILLE TOOK A DIRECT HIT. MULTIPLE REPORTS OF EXTENSIVE DAMAGE. (BMX)
0215,UNK,1 S ABINGDON,WASHINGTON,VA,36.69,-81.97,EF0. JUST SOUTH OF ABINGDON. PATH LENGTH OF 2 MILES. WIDTH WAS VERY NARROW. MAX WINDS OF 75 MPH. DAMAGE WAS MAINLY LIMITED TO DOWNED TREES. (MRX)
0219,UNK,5 NNE LAFAYETTE,CHAMBERS,AL,32.97,-85.37,THE TORNADO TOUCHED DOWN ALONG COUNTY ROAD 225,UPROOTING AND SNAPPING SEVERAL HARD AND SOFTWOOD TREES,AS WELL AS DOING SIGNIFICANT ROOF DAMAGE TO A SINGLE FAMILY RESI (BMX)
0229,UNK,3 SE STROUD,CHAMBERS,AL,33.02,-85.29,THE TORNADO TOUCHED DOWN ALONG COUNTY ROAD 267,JUST NORTH OF THE ENDING PATH OF THE WHITE PLAINS TORNADO. THE PATHS DID NOT JOIN UP AT ANY POINT AS BOTH DAMAGE WIDTHS (BMX)
0233,UNK,5 S DADEVILLE,TALLAPOOSA,AL,32.76,-85.77,TREES DOWN AND BLOCKING HWY 49 NEAR THE COMMUNITY OF STILL WATERS. (BMX)
0245,UNK,3 W HILLCREST,TROUP,GA,33.13,-85.09,NWS STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 3 MILES WEST OF HILLCREST IN TROUP COUNTY AROUND 1045 PM. IT TRACKED FOR 17 MILES THROUGH SOUTHEAST HEARD C (FFC)
0247,UNK,2 S NOKESVILLE,PRINCE WILLIAM,VA,38.67,-77.58,CORRECTED START LOCATION OF TRACK AFTER DAMAGE SURVEY TODAY. TORNADO WAS RATED EF-1. ADDITIONAL DAMAGE INCLUDES NUMEROUS SNAPPED AND UPROOTED TREES...SIDING AND SHINGLE (LWX)
0248,UNK,2 NW VERBENA,CHILTON,AL,32.78,-86.54,THE TORNADO TOUCHED DOWN AT THE INTERSECTION OF U.S. HIGHWAY 31 AND COUNTY ROAD 24 JUST NORTHEAST OF VERBENA UPROOTING A FEW OAK TREES. THE TORNADO CONTINUED NORTHEASTA (BMX)
0256,UNK,CAMP CREEK,GREENE,TN,36.09,-82.77,*** 7 FATAL,33 INJ *** EF2. NEAR CAMP CREEK WHICH CAUSED SIGNIFICANT STRUCTURAL DAMAGE AND SEVERAL FATALITIES AND NUMEROUS INJURIES. MAX WIND SPEED 115 MPH. (MRX)
0257,UNK,3 NE NOKESVILLE,PRINCE WILLIAM,VA,38.73,-77.55,STRUCTURAL DAMAGE TO RETAIL SHOPPING CENTER. (LWX)
0258,UNK,CORINTH,HEARD,GA,33.23,-84.95,NWS STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 3 MILES WEST OF HILLCREST IN TROUP COUNTY AROUND 1045 PM. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKE (FFC)
0258,UNK,5 NNE RICHWOOD,NICHOLAS,WV,38.29,-80.5,EF1 - MAXIMUM WIND SPEED 110 MPH. MAXIMUM PATH WIDTH 100 YARDS. LENGTH 1300 YARDS. (RLX)
0300,UNK,4 N BATESVILLE,HABERSHAM,GA,34.8,-83.62,AN EF2 TORNADO WITH A 1.5 TO 2 MILE PATH LENGTH TOUCHED DOWN IN NORTHWEST HABERSHAM COUNTY GEORGIA (GSP)
0300,UNK,8 WSW CLAYTON,RABUN,GA,34.83,-83.53,A LARGE AND DESTRUCTIVE EF3 TORNADO DESTROYED NUMEROUS LAKE SIDE RESIDENCES AS IT MOVED NORTHEAST FROM LAKE BURTON TO MOUNTAIN CITY GEORGIA. OTHER WIDESPREAD TREE AND S (GSP)
0300,UNK,7 W TIGER,RABUN,GA,34.85,-83.56,COUNTY REPORTS TORNADO TOUCHDOWN WITH STRUCTURAL DAMAGE IN THE LAKE BURTON AREA. (GSP)
0302,UNK,5 SSW NEWNAN,COWETA,GA,33.31,-84.83,NWS STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 3 MILES WEST OF HILLCREST IN TROUP COUNTY AROUND 1045 PM. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKE (FFC)
0303,UNK,15 NNW CLARKESVILLE,HABERSHAM,GA,34.81,-83.62,POSSIBLE TORNADO DAMAGED 9 HOMES AND DESTROYED 3 HOMES ON GOSHEN MT. (GSP)
0303,UNK,5 E TUSCULUM,GREENE,TN,36.18,-82.66,EF3. NEAR HORSE CREEK. MAX WIND SPEED OF 150 MPH. (MRX)
0312,UNK,MOUNTAIN CITY,RABUN,GA,34.92,-83.39,HAM RADIO OPERATOR RELAYED A REPORT OF SEVERAL HOUSES DESTROYED. (GSP)
0314,UNK,2 SW MORRISTOWN,HAMBLEN,TN,36.19,-83.32,EF-0 TORNADO WITH MAXIMUM WINDS OF 70 MPH AND A PATH LENGTH OF A HALF OF A MILE AND A WIDTH OF 80 YARDS OCCURRED AT PANTHER CREEK STATE PARK. THE DAMAGE BEGAN AT THE OV (MRX)
0315,UNK,MOUNTAIN CITY,RABUN,GA,34.92,-83.39,FIRE STATION SEVERELY DAMAGED. (GSP)
0320,UNK,5 S LAGRANGE,TROUP,GA,32.97,-85.03,NWS STORM SURVEY DETERMINED THAT AN EF2 TORNADO TOUCHED DOWN 5 MILES SOUTH OF LAGRANGE AT 1120 PM EDT. IT TRACKED FOR 7 MILES BEFORE LIFTING 6 MILES EAST OF LAGRANGE AT (FFC)
0325,UNK,RESTON,FAIRFAX,VA,38.95,-77.34,RELATIVELY CONTINUOUS TREE DAMAGE WAS NOTED ALONG A 1.1 MILE TRACK FROM SUNSET HILLS ROAD TO WIEHLE AVENUE NEAR NORTH SHORE DRIVE AND FAIRWAY DRIVE. THIS TORNADO PRELIM (LWX)
0350,UNK,2 NW PINE MOUNTAIN VALL,HARRIS,GA,32.82,-84.85,NWS STORM SURVEY TEAM DETERMINED THAN AN EF2 TORNADO TOUCHED DOWN IN HARRIS COUNTY. IT TRACKED FOR 24 MILES BEFORE LIFTING AROUND 9 MILES NORTHWEST OF THOMASTON AT APPR (FFC)
0350,UNK,12 E ELIZABETHTON,JOHNSON,TN,36.34,-82.02,*** 2 FATAL *** POSSIBLE TORNADO. DAMAGE TRACK BEGINS AROUND THE BUTLER AREA AND PROCEEDS NORTHEAST THROUGH DOE...LAUREL...AND TOWARD SHADY VALLEY. 1 FATALITY IN DOE AN (MRX)
0350,UNK,10 E ELIZABETHTON,CARTER,TN,36.34,-82.05,*** 2 FATAL *** POSSIBLE TORNADO. DAMAGE TRACK BEGINS AROUND THE BUTLER AREA AND PROCEEDS NORTHEAST THROUGH DOE...LAUREL...AND TOWARD SHADY VALLEY. 1 FATALITY IN DOE AN (MRX)
0352,UNK,1 NW DOEVILLE,JOHNSON,TN,36.4,-81.98,*** 2 FATAL *** EF2.PATH LENGTH NEAR 12 MILES. PATH WIDTH OF 250 YARDS. MAX WIND 120 MPH. BUILDINGS AND HOMES WERE DESTROYED. (MRX)
0355,UNK,4 NE HAMILTON,HARRIS,GA,32.8,-84.82,NWS STORM SURVEY TEAM DETERMINED THAN AN EF2 TORNADO TOUCHED DOWN IN HARRIS COUNTY AROUND 1150 PM. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKED FOR 24 MILES BEFOR (FFC)
0403,UNK,6 NNE GAY,MERIWETHER,GA,33.17,-84.53,*** 2 FATAL *** A NATIONAL WEATHER SERVICE STORM SURVEY TEAM DETERMINED THAT AN EF3 TORNADO WITH WINDS OF 140 MPH TOUCHED DOWN 6 MILES NORTH NORTHEAST OF GAY IN MERIWET (FFC)
0407,UNK,2 S WARM SPRINGS,MERIWETHER,GA,32.86,-84.68,NWS STORM SURVEY TEAM DETERMINED THAN AN EF2 TORNADO TOUCHED DOWN IN HARRIS COUNTY AROUND 1150 PM EDT. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKED FOR 24 MILES B (FFC)
0407,UNK,WARM SPRINGS,MERIWETHER,GA,32.89,-84.68,NWS STORM SURVEY TEAM DETERMINED THAN AN EF2 TORNADO TOUCHED DOWN IN HARRIS COUNTY AROUND 1150 PM EDT. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKED FOR 24 MILES B (FFC)
0409,UNK,1 WNW WARM SPRINGS,MERIWETHER,GA,32.9,-84.69,NWS STORM SURVEY TEAM DETERMINED THAN AN EF2 TORNADO TOUCHED DOWN IN HARRIS COUNTY AROUND 1150 PM EDT. THIS IS A CONTINUATION OF THAT TORNADO. IT TRACKED FOR 24 MILES B (FFC)
0423,UNK,2 W SUNNY SIDE,SPALDING,GA,33.34,-84.33,*** 2 FATAL *** AMATEUR RADIO RELAYED A REPORT OF A MOBILE HOME PARK DESTROYED BY A TORNADO 2 MILES WEST OF SPALDING. (FFC)
0427,UNK,2 NNE SUNNY SIDE,HENRY,GA,33.36,-84.28,A NATIONAL WEATHER SERVICE STORM SURVEY TEAM DETERMINED THAT AN EF3 TORNADO WITH WINDS OF 140 MPH ORIGINATED IN MERIWETHER COUNTY...TRACKED ACROSS SPALDING COUNTY AND L (FFC)
0430,UNK,SCALY,MACON,NC,35.01,-83.32,HOUSE DESTROYED BY TORNADO (GSP)
0438,UNK,3 S MEANSVILLE,PIKE,GA,33.01,-84.31,*** 2 FATAL *** A NATIONAL WEATHER SERVICE STORM SURVEY TEAM DETERMINED THAT AN EF3 TORNADO WITH WINDS OF 140 MPH CROSSED PIKE...LAMAR...MONROE AND BUTTS COUNTIES. THE (FFC)
